uid,wid,date,content
1824301624,4490730628674526,2020-04-07,【英国申请】叔求个选校建议～末流21186工程造价但是在银行上了两年多班目前有曼大cpm（construction）格拉房地产realestate谢菲managementtimeline全都是12月底-3月中下旬拒：曼大cpm（commercial）背景不符格拉management竞争激烈觉得房地产就业窄目前基本不考虑了就是谢菲和曼大两个专业比较纠结读书原因是想换工作两个专业都能接受在纠结想就业面的问题如果有就读过的小伙伴分享下经历就太好啦！
1824301624,4317858236630185,2018-12-16,【Cook留学答疑说明】1.欢迎私信我Offer信息，留学体验，雅思经历投稿，感谢投稿！2.单纯报本科就要推荐学校的导购类私信恕不回复3.微博内容：英国+澳洲+香港留学，长沙美食公共平台号：长沙留学手艺人（留学干货）知乎号：崔钟博汶（留学干货）豆瓣：Cook(雅思干货）Bilibili：长沙留学手艺人（留学视频）留学申请报名：网页链接主要申英国和澳洲，只接少量英港或英澳连申，不接单香港申请合作办学或海外本科生建议DIY申请英国：（纯G5申请建议DIY）11000元申5所（不含G5，KCL，爱丁堡，华威申请）13000元申5所（不含G5）15000元申5所（院校自由选择）澳洲：6000申3所（不含墨大）7000申3所（含墨大）小工作室，名额有限，随缘接申请我们在忙在办学生的申请如果没有及时回访的咨询表示歉意有些预期太高的Case避免沟通后说我们定校太低故不会回访对文书需要管家式服务的同学建议找单文书机构不做推销，定校我们会说的很实在工作室老师都是老留学顾问不会为了签约业绩瞎承诺我们的目标是让在办学生觉得满意即可
1824301624,4490679818413338,2020-04-07,英国抗疫日子，感谢投稿！
1824301624,4490678950689699,2020-04-07,转参考，感谢投稿！
1824301624,4490677071198095,2020-04-07,转参考，感谢投稿！
1824301624,4490676890278368,2020-04-07,电影制作专业转参考，感谢投稿！
7330842801,4490446359668257,2020-04-05,约克大学将该校正课的语言成绩要求和支持直录课程的雅思要求降低了0.5分。由于新型冠状病毒的持续流行，我们认识到参加英语语言测试的困难，将降低雅思考试0.5（或同等水平）的英语语言要求。以健康经济学专业为例：原有雅思直录要求是总分6.5，各单项不低于6.0，现在同学们只需要以总分6.0的成绩，就可以进入约克大学学习了。约克大学官方表明将会重新评估已经提交的语言成绩，也就是说，如果是符合降低0.5分的成绩，将直接更改确认学生达到了录取要求。这一举措直接让不少同学可以被直接录取。
7330842801,4490818678982710,2020-04-07,伦敦大学学院仅限正课接受Duolingo测试成绩，语言课仍需要UKVI雅思成绩。这就意味着2020fall入学在换取正课的unconoffer时，可以使用多邻国测试成绩，其效果与IELTS/TOEFL/PTE相同。此外，使用多邻国测试成绩换取uncon后，在申请签证时无需提供其他的雅思考试分数。因为在交换完uncon、获得CAS之后，我们的英语成绩等同于被UCL认可，并且UCL等高校属于被高度信任的签证担保方，因此不需要其他的雅思考试成绩。
7330842801,4490425358632699,2020-04-05,今日汇率：1英镑=8.6933人民币1美元=7.0908人民币1澳元=4.2509人民币1欧元=7.6637人民币1加元=4.9939人民币1港元=0.9147人民币（仅供参考）
7330842801,4490388943588122,2020-04-05,今日锦鲤帖，转锦鲤，心想事成
7330842801,4490107572331945,2020-04-04,南安普顿宣布接受多邻国考试！！！你敢信？学校还贴心的为大家的考试费申请了10%的折扣。
7330842801,4490090962993830,2020-04-04,雷丁大学商学院是第一所愿意直接降低语言录取要求的大学，降低了原Offer中语言成绩要求：将7.0（单项分不低于6.0）降低为6.5（单项分不低于6.0）。
7330842801,4490074618079176,2020-04-04,转发微博
7330842801,4490074224117922,2020-04-04,英国基本上课模式课程设置
7330842801,4490074056271616,2020-04-04,今日汇率：1英镑=8.6933人民币1美元=7.0908人民币1澳元=4.2509人民币1欧元=7.6637人民币1加元=4.9939人民币1港元=0.9147人民币（仅供参考）
7330842801,4490015294241585,2020-04-04,愿逝者安息，愿山河无恙
7330842801,4489755645516486,2020-04-03,爱丁堡大学目前学校没有因疫情撤回任何已发送offer的计划。对于想要defer延期今年秋季入学offer的同学，爱丁堡大学预计将在6月底以后处理延期相关的申请。7周和10周语言课确认通过网课进行。
7029497065,4490465103732910,2020-04-05,#鸭鸭定校小分队#鸭鸭不好意思打扰啦，请问可不可以帮我发布一个投票呀？KCL的languageandculturaldiversity和曼彻斯特大学的internationaleducation，谢谢啦～希望将来可以从事不仅是教育类别的工作，也想多学点东西英国offer鸭的微博投票
7029497065,4490443335338190,2020-04-05,UCLIMESS就读体验
7029497065,4490443276559998,2020-04-05,张文宏教授解答英国留学生疫情11问
7029497065,4490379275313609,2020-04-05,#鸭鸭定校小分队#鸭鸭我又来啦，可不可以再帮我发布一个投票呀？利兹的internationalbusiness和南安普顿的Economics，谢谢啦～英国offer鸭的微博投票
7029497065,4490379115814292,2020-04-05,英国留学生回国防护+隔离攻略
7029497065,4490379011086771,2020-04-05,常青藤学姐【offer选择干货视频（下）】
7029497065,4490308991643324,2020-04-05,英国高校基本上课模式
7029497065,4490307351470224,2020-04-05,关于双学位/辅修对留学申请/国内读研/求职是否有用处
7029497065,4490307108350594,2020-04-05,与你分享英国留学的日常，你知道留学最大的意义在哪吗？留学一方面是为了文凭，而更多一面则是遇到一帮志同道合的人。这是一群留学生组办的读书会，带你来看看线下读书会吧~因为疫情，我们把读书会改成了线上连麦，也欢迎更多的留学生加入我们
1824301624,4490676345925303,2020-04-07,【英港申请】叔，来报个新的录取UCLmanagement(前天收到的）但是之前交了HKUSTglobaloperations的留位费（7万港币）想请问下大家UCL和港科应该怎么选？谢谢！BG英本finance二等一
1824301624,4490674701041584,2020-04-07,英国抗疫日记，感谢投稿！
1824301624,4490674546658028,2020-04-07,【港澳申请】Cook叔好，现在收到了香港中文大学金融硕士offer，可能还会再收到澳洲国立金融offer（学校给我发的preliminaryassessment分数是6.47），想问下大家这两个项目该选哪个呢？谢谢背景是末流985金融89.7g730雅思8
1824301624,4490680120792332,2020-04-07,【英国Offer】叔，报一个预录取，4月3号我Boss的私人秘书告诉我了录取结果。录取专业：帝国理工BioengineeringMRestimelist：12月15号递交申请，2月20号初面试，3月10号复面试，4月3号收到非正式录取通知BG：本科985、211。专业世界Top100。均分目前88.44。校级奖学金每年都有，企业奖学金若干。大创项目国家级结题。19年美赛建模M奖。由于是跨专业录取，本身和导师做了一些有关Bioengineering的项目（这个帮助很大），并有一篇Paper准备发表。还有一些比较琐碎的课外活动，感觉不是很重要所以没放了。
1824301624,4490672419758167,2020-04-07,【英澳申请】cook叔，投稿。第一个offer爱丁堡finance。我申请的太迟了，美国基本都没消息。timeline：2.19(第三轮末交的)，4月5号下offer。大家觉得墨大和爱宝怎么比?找组织bg985分校2+2项目，成绩就匿了，无语言，GRE320
1824301624,4490671627270921,2020-04-07,21Fall自己做好的方案可以直接发这里，就不单独发了，一般周一到周五晚上10点半都会发方案墙，自由交流
1824301624,4490674189906855,2020-04-07,【英澳申请】Offer：诺丁汉MPA约克developmenteconomicsandemergingmarket卡迪夫大学internationaleconomics、bankingandfinance雷丁、拉夫堡、莱斯特accountingandfinance莫纳什accountingandfinance昆士兰financebg某财经的独立学院注会专业加权83雅思6校级一等奖学金三好学生优秀志愿者若干CMA通过全国企业模拟大赛三等奖两个暑期实习打算选前三所里的一个，想问问回国就业的话选哪个比较好？感谢！
7330842801,4489705813053005,2020-04-03,帝国理工提交语言成绩的截止日期暂时从7月16日延期到8月18日。帝国理工最早开学的语言课是12周语言课，开学时间是7月6日。预计语言课将通过网课进行。出于各种考虑，语言课改成网课后，可能对课程时长和入学标准有所调整，目前细节尚未敲定。
7330842801,4489701786144264,2020-04-03,昆士兰大学offer专业：信息技术背景：本科985院校，均分74.6，智能电网信息工程专业
7330842801,4489687080693011,2020-04-03,转发微博
7330842801,4489680898593665,2020-04-03,雷丁大学商学院是第一所愿意直接降低语言录取要求的大学，降低了原Offer中语言成绩要求：将7.0（单项分不低于6.0）降低为6.5（单项分不低于6.0）。
7330842801,4489675614379090,2020-04-03,伦敦国王学院2020年的16周和11周语言课将通过线上线下混合的方式进行教学。16周语言课的前9周、11周语言课的前5周将通过线上方式教学。线下课程开学时间不早于7月28日。
7330842801,4489671587395349,2020-04-03,香港中文大学offer专业：电子工程科学背景：本科985院校，均分85.2，托福87
7330842801,4489665044806632,2020-04-03,克兰菲尔德大学考虑到很多同学在参加雅思或其他英语测试时遇到了困难，克兰菲尔德大学正在开发自己的备选方案CranfieldOnlineEnglishTest，有关网上英语考试的详情，将于稍后公布。20周语言课已经取消，10周和5周语言课确认通过网课进行，3周SOM写作课程仍在讨论中。
7330842801,4489664302281025,2020-04-03,英国生发防脱产品测评
7330842801,4489660514605919,2020-04-03,利兹大学20周语言课，至少前4周将通过网课进行。10周语言课是否上网课还未确定。
7029497065,4490113113780167,2020-04-04,英国留学IKEA宿舍家居好物推荐宿舍必备
7029497065,4490112697918282,2020-04-04,雅思备胎多邻国完整测评
7029497065,4490112559428462,2020-04-04,英国生发防脱产品测评太实用了
7029497065,4490112416629295,2020-04-04,pwcofferholder求职英语提高分享
7029497065,4488876226072254,2020-04-01,英国留学文书分析
7029497065,4488875868697100,2020-04-01,3.26英国南安普顿出门实录
1824301624,4490674831123493,2020-04-07,【英欧offer-景观建筑城规，求择校建议】（提供我这边情况给大家做个参考，也求各位大佬走过路过给点选校建议）BG：双非排名90+，风景园林，3.37。若干校奖，一年工作。雅思6等刷。️米兰理工大学sustainablearchitectureandlandscapedesign11.16-2.4奖学金4.2️谢菲尔德大学MLA12.18-2.6（1.23要均分证明）️AA建筑联盟LandscapeUrbanism12.15-3.5️曼彻斯特大学MA12.18-3.12（1.25又要了一次作品集链接）️悉尼大学UD1.15-2.12谢菲尔德LM1.15-2.6哥本哈根1.15-3.15（课程不匹配）等️：爱丁堡MLA12.18投UCLUD/MLA12.15投【选校】在米理和谢菲中纠结米理（优：便宜、专排高，缺：校区很村，意语国家）谢菲（优：英语国家，专业认可度还行？缺：贵，好贵。也有听说国内对谢菲景观褒贬不一）个人：觉得自己不是在专业特有追求的人，都可以。但家里可能会希望我PhD继续读。去米理就有点偏建筑；基本读完就回国了。去英国的话上自己心理会有压力；工签开了可能会努力留下来攒点工作经验。求建议
1824301624,4490675699272585,2020-04-07,【英国Offer】Cook叔我想求个选校建议～约克tesol纽卡alandtesol我目前雅思达到约克的要求了不用读语言（约克写作只con6），但是写作只有6没有达到纽卡的要求（纽卡con6.5），读纽卡的话要读10周的语言，两个学校总体来说差不多但是大家都说纽卡的专业更好。想听听大家的意见！本科bg：三本院校，商务英语专业，均分85
1824301624,4490668162228418,2020-04-07,英国留学Vlog投稿：疫情期间读书会，感谢投稿！
1824301624,4490666636061288,2020-04-07,转发微博
1824301624,4490661338333855,2020-04-07,【英国Offer】叔报个offer顺便求一个选校级建议！录了ic:financialtechnologylse：financeBG:美本top10csgpa:3.85gre:325未来想走PE和VC方向求推荐！谢谢
1824301624,4490669634124372,2020-04-07,【英国Offer】Cook叔～来求一个选校建议，三个offer圣安德鲁斯TESOL，诺丁汉digitalteachingandlearning，南安education，雅思小分不够南安给了直录，圣安和诺丁汉都要上语言班，诺丁汉的专业不知道会不会太偏圣安在国内的认可度怎么样，南安con83我现在82.几BG：本科二本师范类院校GPA83两段教育实习一段校内志愿者讲师经历谢谢大家！
1824301624,4490670352317751,2020-04-07,【数学数据类申请】叔，我来报个offer再求一下选校建议！爱丁堡统计运筹和港中深ds实在是没想到渣背景能被爱宝看上，估计是大三成绩1%拉了一把。以后的工作意愿是做ds/ba，长远来看算法工程师，暂无读博的打算，比起咨询更想去互联网，不会留英，以后工作地点主在深圳。自己更倾向的是港中深，一是深高金下的师资挺好，而且实习机会多，networking是爱宝比不上的。二是男票在港科读博，不至于异国。爱宝，qs香，课程设置很好，毕业论文和project的设置也更硬核，还可以体验霍格沃茨的魔法氛围。cons主要在于英硕的老认可度问题，不知道有木有小伙伴了解学长学姐的去向，在本科不优势的情况下，想去互联网会不会被卡简历（毕竟大概率机筛，我lay了）bg非凉菜一毛财经211统计3.67美模M奖学金券商行研+量化投资实习与ds相关的小科研项目
1824301624,4490672201630611,2020-04-07,【英国offer-传媒设计类】叔，报个offer，顺便求个选校建议，感谢！1.UCLDigitalMediaProduction12.21-4.32.爱丁堡DesignDigitalMedia1.15-3.33.金匠VR&AR12.21-1.29（1.28面试当场给offer）4.金匠ComputerGame：Art&Design1.14-2.8，这个已经decline啦bg：加本传播学辅修设计，gpa3.38，有作品集，diy严重拖延症选手无雅申请，现在除了ucl都con了雅思，然而还不知道雅思五月怎么样毕业后想要国外工作，感觉三个学校各有优势，想听听大家意见，谢谢！
1824301624,4490672516174689,2020-04-07,【英国Offer】offer：曼大环发Midp11.12-04.02华威Publicpolicy11.27-02.01利兹Advertisingandmarketing10.31-03.24目前在等：伯明翰Marketing11.6谢菲尔德Marketing10.31最近打算加申NUS管理经济学但太晚估计没戏了bg：帝都财经211国际政治专业均分81.88雅思7（6）两个水实习顺便求一个选校建议
1824301624,4490672776398010,2020-04-07,【理工科申请】叔，攒了仨offer报一下攒人品1.EITSustainableUrbanMobilityTransitions（UPC和KTH双学位）带最高奖学金tl：01.30-04.012.NTUInternationalConstructionManagementtl：12.20-04.023.HKUTransportationEngineering收到推研信直接decline了tl：12.12-2.27此前还收到了TUDelftCivilEgineering（Track：TranportandPlanning）tl：11.27-02.05ICTransporttl：10.27-02.16HKUSTInfrastructuralEngineeringandManagementtl：10.31-1.18已decline还在等NUSCivilEngineeringbg：魔都985，GPA87.58/100，雅思7（6），ASCE中太平洋赛区学生会议第三名，国创和导师制项目，一段大型设计院的实习，院会主席，一大堆的校奖和志愿经历。目前心仪IC，也想问问大家有没有选校的其他建议或者避雷警告什么的现在海外疫情这个样子也是让人头秃，希望大家都能顺利
7029497065,4488864062610490,2020-04-01,英国留学中介怎么选
7029497065,4488861910316109,2020-04-01,关于论述题型考试（Essayexams）的备考攻略
7029497065,4488861549619625,2020-04-01,英国牛津大学的申请经验帖
7029497065,4488533399974700,2020-03-31,英国留学一年费用
7029497065,4488521710424662,2020-03-31,#鸭鸭互助#鸭鸭老师中午好，能不能帮忙发个帖子问一下有没有在新加坡读书的同学，现在去新加坡读研究生需要出生证明吗？主要需要哪些证件，看网上说需要出生证明
7029497065,4488214302159335,2020-03-30,如何保持乐观的心态看待新型冠状病毒英国offer鸭的微博视频
7029497065,4488209565899611,2020-03-30,英国银行卡选购指南：五大银行测评
7029497065,4488209465297477,2020-03-30,英国入境全攻略
7029497065,4488874329675576,2020-04-01,#鸭鸭互助#博主好！能拜托帮忙发个选校投票吗？kcl：文化，传媒与创意产业金匠：媒体与社会学威敏：公共关系与广告学(我预计选kcl的人会多一点点吧，不过我雅思不一定够，所以不知道国内业内更认可威敏还是金匠呢？)另外，我对公共关系和广告学其实还不是特别了解，也欢迎懂的同学来分享一下啦！选校
7029497065,4488874455675109,2020-04-01,#鸭鸭互助#【求助贴】offer鸭官微君，真的是走投无路了才找你，跪求大家帮帮忙我是在UCAS上申请英国本科，已经收到4所大学的结果，就差一个利兹。昨天邮件通知我track更新我登录一看利兹大学已出结果，但没有拒信，是让我直接replytooffers的信，里面没有任何拒绝我的理由和解释。因为我的UCAS账号和密码别人都有，所以我高度怀疑有人在我不知情的情况下给我撤回了利兹的申请，导致ucas直接发来replyoffers的信。目前已给利兹发了询问邮件，脸书推特问了ucas，但都还没有回应，这方面我真是一点儿经验没有，跪求offer鸭和知情的小伙伴们帮帮我！一直在以泪洗面
7029497065,4488896542722721,2020-04-01,#鸭鸭offer快报#转专业选手报个offer～UCLmanagement华威businesswithaccountingandfinanceUCSDfinanceRochesterfinanceNTUfinance格拉斯哥investmentbanking&financebg：top2985英语专业经济双学位（成绩很低）86.47T101G690投行1券商2咨询1VC1奖学金荣誉数个️国外经历希望能给纯转金融的朋友一些借鉴，以上纯金融项目（除UCL）都是接受文科同学的，大家可以试着申请～
7029497065,4488957720975959,2020-04-01,#鸭鸭问答#鸭鸭你好我是今年申请英国留学的小同志一位，想问问ucl的语言成绩除了雅思托福是不是还接受duolingotest呀？雅思现在考位太难抢了听说多邻国也可以，能不能付费帮忙打电话给学校求证呀UCL是部分学院接受Duolingo，不是所有学院都接受的，建议发邮件问问学校。平时是可以帮你们代打电话的，但是最近打不了了，受到疫情影响现在学校老师们都在家远程办公，只有总转接台还接电话，解决不了具体问题。
7330842801,4489653971797370,2020-04-03,考文垂大学正式接受非UKVI雅思，托福，PTE成绩直入正课标准，详见下列表格。此成绩仅暂时用于正课直入，不能匹配学前语言课程，同时可用于申请内测。
7330842801,4489650532441300,2020-04-03,英镑汇率最近稳定在8.7-8.9，大家在低价的时候都换汇了吗？#英国留学#offer播报酱的微博投票
7330842801,4489646170356584,2020-04-03,南洋理工大学offer专业：管理经济学背景：本科211院校，国际商务专业，均分86.1，雅思7.0（6.0）
7330842801,4489645608402394,2020-04-03,英国接受Duolingo语言测试入学院校新增：伦敦大学学院UCL、布里斯托大学、伯明翰大学、南安普顿大学、伦敦大学亚非学院SOAS、布鲁内尔大学！
7330842801,4489644009985333,2020-04-03,曼彻斯特大学下列本科专业已重新开放申请至4月17日：BAEconAcounting&FinanceBaEconFinanceBaEconEconomics&FinanceBScEconomics
7330842801,4489640994283904,2020-04-03,毕业/留学，档案管理最强攻略
7330842801,4489640495116885,2020-04-03,申请季结束啦，我来报一下offerOffer：爱丁堡大学economics(finance)布里斯托大学金融经济华威大学行为经济学bg:985均分88.4雅思6.0offer播报酱的微博投票
7330842801,4489572728005644,2020-04-03,今日汇率：1英镑=8.764人民币1美元=7.082人民币1澳元=4.2867人民币1欧元=7.6783人民币1加元=5.0007人民币1港元=0.9136人民币（仅供参考）
7330842801,4489559964654165,2020-04-03,转锦鲤，牵手梦校
1824301624,4490677695718749,2020-04-07,【英国Offer】bg：末流985应用化学专业均分82雅思7.5（6.5）三年奖学金牛津暑校一篇sci三作还有乱七八糟的大创等犹豫的offer：1.爱丁堡大学的MScR（应该就是MRes）biomedicalscience2.UCL的MScdrugdesign3.QueenMary的MScCancerandtherapeutics以后想读博UCL排名很香但是专业不是很喜欢爱宝的话就是不能defer不知道今年能不能顺利入学qm实在排名不太️但是BartsHospital可是神夏里面的医院！！！感觉算是追星成功！好爱这个医院和这个专业理智告诉我我应该去爱宝但是还是想要一些secondopinion吧谢谢大噶
1824301624,4490642421665652,2020-04-07,【英国Offer】求一个选择建议bg：211均分86雅思6.5（6），谢菲的hrm和圣安的hrm，两个留位费得要交一个纠结中。另外圣安con雅思7（6.5）所以还要配十周语言心累【目前还在等曼大环发和华威的mgt，也很是没底】谢谢
1824301624,4490641952342600,2020-04-07,【英国Offer】Cook叔，问一下大家选校建议～杜伦和KCL的mathematicsscience。读数学的同学大概很少，网上也没太多消息，KCL的QS排名比杜伦高很多，但是查了下数学专业排名比杜伦低。如果将来想读博的情况下是不是专业排名更重要呀？谢谢！BG：top10，均分81，数学系，没有交流经历。
1824301624,4490641612353267,2020-04-07,转参考，感谢投稿！
1824301624,4490641142983591,2020-04-07,"【英法港Offer】英本会计金融top10，firstclass，gmat710目前收到的offer如下选校问题：录了imperialmscFinance,hecParismscinternationalfinance,hkustmscfinance,lseaf还有cassinvestmentmanagement应该怎么选"
1824301624,4490639582221402,2020-04-07,
1824301624,4490639461306497,2020-04-07,Duolingo考试经验，感谢投稿！
1824301624,4490667721519873,2020-04-07,"【英国本科Offer】投稿：有没有大佬知道在英国读一年预科后，ucl还要不要英语成绩证明？官网说：EvidenceofEnglishlanguageproficiencyEvidencewerequiremaytakeoneofthefollowingforms:completedaminimumof12months'educationinacountrythatUCLconsiderstobe'majorityEnglishspeaking',nomorethanthesummertwoyearspriortotheproposeddateofenrolment我在英国读了一年书，能不能算这个呢？我发邮件问招生办，还没有回。-背景情况：普通高中毕业，英国预科。预测成绩四门A，申请时带的雅思5.5录取情况：UCL哲学与经济KCL哲学、政治与经济（PPE）KCL政治经济学KCL管理与金融数学（MMF）Warwick经济、哲学与心理（EPP）"
1824301624,4490668359828984,2020-04-07,【英新申请】po主求选校建议-新加坡/英国offerSMUMCM0228-0329笔试-0403面试-offerSMUMBA同tl谢菲datascience1219-0325等KCL-marketing1219-0327con国内硕士毕业时间SMU在新加坡就业率真的挺香，有朋友说MBA就业level更高但是MBA明年1月开学，MCM开始是推迟到明年了，后来发邮件说今年10月可以intake，让我选一下，MBA就业好，但是MCM开学早/不耽误时间谢菲datascience就业也挺香吧，但是有新加坡的工签放在那里总觉得ds就逊色一些。原po：北京某211advertisingstudies，互联网工作经验，雅思6（6）
1824301624,4490669042938381,2020-04-07,【英国Offer】offer：LSE一志愿econandmgt12.18offerCambridgeJudgeBusinessSchoolMphilISO3.18面试两天后GAO3.24offerCornellMSAEM2.17offerDukeMAEcon3.10offer(tw10%)UPennMBDSzoom口头offer拒信：Cameconresearch拒OxfordEconomicsforDevelopment拒；Economics拖到了四月还是被拒ICInternationalMgt面后拒ChicagoMAPSS-Econconcentration拒NUSPhDEcon无面拒BG：2+2英本经济系top1%WES3.96雅思7.5(7)GRE326两段实习多段RA经历一篇co-authorpaper投稿中推荐信都是关系好的科研导师和经济系主任写的：/最后申请季的感想是真的要勇于尝试特别喜欢的学校可以自己多研究项目多申请一个以及自己的价值是自己赋予的没看到最好的结果是因为还没有到最后一刻
1824301624,4490669390943581,2020-04-07,【学生投稿：设计类申请经验】学生：大家好，因为自己在申请之前也经历过很迷茫的时候，但是自己经历过完整的申请季之后有很多感触和体会，设计/建筑类和一般留学可能不太一样，所以想向准备今年申请的分享一些小小的经验，有些经验是我有所受益的，也有一些是由于信息不对等之后事后后悔的，仅代表个人看法。
7330842801,4489724687083955,2020-04-03,南威尔士大学2020年申请仍然开放并正常审理当中。学校依照英国政府指示，9月秋季开课暂时未作调整。学校将继续密切关注疫情，不排除扩充春季入学课程选择和增开入学批次的可能性南威尔士大学续本课程（Top-up）和大部分硕士课程均有春季入学。2020年5周、10周、15周与20周语言班预计将在上海开课。语言班的费用不变，上海中心将收取住宿和管理费用。选择在上海中心语言班的学生，学校将额外给与500-1000英镑的主课奖学金。
